protein_id	t6ss_system	source_acc	start	end	organism	component
T6CP013351	T6SS01029	KY319184	18284	18787	Vibrio fluvialis	TssB
T6CP013352	T6SS01029	KY319184	18811	19335	Vibrio fluvialis	TssD
T6CP013353	T6SS01029	KY319184	19486	20811	Vibrio fluvialis	TssA
T6CP013354	T6SS01029	KY319184	22852	24915	Vibrio fluvialis	TssI
T6CP013388	T6SS01033	NZ_CP005927	2830818	2831783	Serratia sp. FS14	TssA
T6CP013389	T6SS01033	NZ_CP005927	2831808	2832365	Serratia sp. FS14	TssB
T6CP013390	T6SS01033	NZ_CP005927	2832362	2833888	Serratia sp. FS14	TssC
T6CP013391	T6SS01033	NZ_CP005927	2834120	2834644	Serratia sp. FS14	TssD
T6CP013392	T6SS01033	NZ_CP005927	2834726	2835172	Serratia sp. FS14	TssE
T6CP013393	T6SS01033	NZ_CP005927	2835184	2837025	Serratia sp. FS14	TssF
T6CP013394	T6SS01033	NZ_CP005927	2837018	2838046	Serratia sp. FS14	TssG
T6CP013395	T6SS01033	NZ_CP005927	2838063	2840648	Serratia sp. FS14	TssH
T6CP013396	T6SS01033	NZ_CP005927	2840713	2842974	Serratia sp. FS14	TssI
T6CP013397	T6SS01033	NZ_CP005927	2847345	2847851	Serratia sp. FS14	TssJ
T6CP013398	T6SS01033	NZ_CP005927	2847853	2849211	Serratia sp. FS14	TssK
T6CP013399	T6SS01033	NZ_CP005927	2849208	2850719	Serratia sp. FS14	TssL
T6CP013400	T6SS01033	NZ_CP005927	2850755	2854234	Serratia sp. FS14	TssM
T6CP013401	T6SS01034	NZ_CP006632	246100	246582	Escherichia coli PCN033	TssD
T6CP013402	T6SS01034	NZ_CP006632	246606	247958	Escherichia coli PCN033	TssA
T6CP013403	T6SS01034	NZ_CP006632	247969	251403	Escherichia coli PCN033	TssM
T6CP013404	T6SS01034	NZ_CP006632	251512	252927	Escherichia coli PCN033	TssA
T6CP013405	T6SS01034	NZ_CP006632	253672	256455	Escherichia coli PCN033	TssH
T6CP013406	T6SS01034	NZ_CP006632	256464	257225	Escherichia coli PCN033	TssL
T6CP013407	T6SS01034	NZ_CP006632	257230	258561	Escherichia coli PCN033	TssK
T6CP013408	T6SS01034	NZ_CP006632	258564	259088	Escherichia coli PCN033	TssJ
T6CP013409	T6SS01034	NZ_CP006632	260390	261145	Escherichia coli PCN033	TssG
T6CP013410	T6SS01034	NZ_CP006632	261815	262183	Escherichia coli PCN033	TssG
T6CP013411	T6SS01034	NZ_CP006632	262147	263997	Escherichia coli PCN033	TssF
T6CP013412	T6SS01034	NZ_CP006632	264001	264414	Escherichia coli PCN033	TssE
T6CP013413	T6SS01034	NZ_CP006632	264421	265896	Escherichia coli PCN033	TssC
T6CP013414	T6SS01034	NZ_CP006632	266206	266706	Escherichia coli PCN033	TssB
T6CP013415	T6SS01034	NZ_CP006632	267403	267921	Escherichia coli PCN033	TssD
T6CP013429	T6SS01036	NZ_CP006883	2866359	2868611	Aeromonas hydrophila J-1	TssH
T6CP013430	T6SS01036	NZ_CP006883	2877839	2879269	Aeromonas hydrophila J-1	TssA
T6CP013431	T6SS01036	NZ_CP006883	2879316	2882801	Aeromonas hydrophila J-1	TssM
T6CP013432	T6SS01036	NZ_CP006883	2882843	2884288	Aeromonas hydrophila J-1	TssA
T6CP013433	T6SS01036	NZ_CP006883	2886443	2889085	Aeromonas hydrophila J-1	TssH
T6CP013434	T6SS01036	NZ_CP006883	2889106	2889885	Aeromonas hydrophila J-1	TssL
T6CP013435	T6SS01036	NZ_CP006883	2889908	2891242	Aeromonas hydrophila J-1	TssK
T6CP013436	T6SS01036	NZ_CP006883	2891245	2891760	Aeromonas hydrophila J-1	TssJ
T6CP013437	T6SS01036	NZ_CP006883	2893067	2894065	Aeromonas hydrophila J-1	TssG
T6CP013438	T6SS01036	NZ_CP006883	2894029	2895795	Aeromonas hydrophila J-1	TssF
T6CP013439	T6SS01036	NZ_CP006883	2895799	2896230	Aeromonas hydrophila J-1	TssE
T6CP013440	T6SS01036	NZ_CP006883	2896237	2897715	Aeromonas hydrophila J-1	TssC
T6CP013441	T6SS01036	NZ_CP006883	2897754	2898257	Aeromonas hydrophila J-1	TssB
T6CP013542	T6SS01046	NZ_CP012004	2433628	2434434	Acinetobacter baumannii	TssL
T6CP013543	T6SS01046	NZ_CP012004	2434452	2435816	Acinetobacter baumannii	TssK
T6CP013544	T6SS01046	NZ_CP012004	2435833	2436930	Acinetobacter baumannii	TssA
T6CP013545	T6SS01046	NZ_CP012004	2436954	2439635	Acinetobacter baumannii	TssH
T6CP013546	T6SS01046	NZ_CP012004	2441902	2445726	Acinetobacter baumannii	TssM
T6CP013547	T6SS01046	NZ_CP012004	2447166	2448164	Acinetobacter baumannii	TssG
T6CP013548	T6SS01046	NZ_CP012004	2448128	2449939	Acinetobacter baumannii	TssF
T6CP013549	T6SS01046	NZ_CP012004	2449956	2450432	Acinetobacter baumannii	TssE
T6CP013550	T6SS01046	NZ_CP012004	2450512	2451015	Acinetobacter baumannii	TssD
T6CP013551	T6SS01046	NZ_CP012004	2451065	2452546	Acinetobacter baumannii	TssC
T6CP013552	T6SS01046	NZ_CP012004	2452539	2453042	Acinetobacter baumannii	TssB
T6CP013553	T6SS01046	NZ_CP012004	2458534	2461317	Acinetobacter baumannii	TssI
T6CP013707	T6SS01061	NZ_CP016325	116326	116832	Vibrio cholerae 2740-80	TssB
T6CP013708	T6SS01061	NZ_CP016325	116876	118351	Vibrio cholerae 2740-80	TssC
T6CP013709	T6SS01061	NZ_CP016325	118354	118791	Vibrio cholerae 2740-80	TssE
T6CP013710	T6SS01061	NZ_CP016325	118797	120566	Vibrio cholerae 2740-80	TssF
T6CP013711	T6SS01061	NZ_CP016325	120530	121546	Vibrio cholerae 2740-80	TssG
T6CP013712	T6SS01061	NZ_CP016325	123039	123515	Vibrio cholerae 2740-80	TssJ
T6CP013713	T6SS01061	NZ_CP016325	123522	124856	Vibrio cholerae 2740-80	TssK
T6CP013714	T6SS01061	NZ_CP016325	124859	125632	Vibrio cholerae 2740-80	TssL
T6CP013715	T6SS01061	NZ_CP016325	125658	128267	Vibrio cholerae 2740-80	TssH
T6CP013716	T6SS01061	NZ_CP016325	130525	131934	Vibrio cholerae 2740-80	TssA
T6CP013717	T6SS01061	NZ_CP016325	131995	135495	Vibrio cholerae 2740-80	TssM
T6CP013729	T6SS01063	NZ_CP017637	3553506	3556145	Bradyrhizobium japonicum	TssH
T6CP013730	T6SS01063	NZ_CP017637	3556243	3557307	Bradyrhizobium japonicum	TssG
T6CP013731	T6SS01063	NZ_CP017637	3557271	3559238	Bradyrhizobium japonicum	TssF
T6CP013732	T6SS01063	NZ_CP017637	3559240	3559788	Bradyrhizobium japonicum	TssE
T6CP013733	T6SS01063	NZ_CP017637	3559970	3560455	Bradyrhizobium japonicum	TssD
T6CP013734	T6SS01063	NZ_CP017637	3560504	3562006	Bradyrhizobium japonicum	TssC
T6CP013735	T6SS01063	NZ_CP017637	3562023	3562550	Bradyrhizobium japonicum	TssB
T6CP013736	T6SS01063	NZ_CP017637	3564344	3566212	Bradyrhizobium japonicum	TssI
T6CP013737	T6SS01063	NZ_CP017637	3568189	3569538	Bradyrhizobium japonicum	TssK
T6CP013738	T6SS01063	NZ_CP017637	3569535	3571061	Bradyrhizobium japonicum	TssL
T6CP013739	T6SS01063	NZ_CP017637	3571105	3574647	Bradyrhizobium japonicum	TssM
T6CP014001	T6SS01088	NZ_CP022469	244348	247848	Vibrio anguillarum	TssM
T6CP014002	T6SS01088	NZ_CP022469	247911	249308	Vibrio anguillarum	TssA
T6CP014003	T6SS01088	NZ_CP022469	251539	254157	Vibrio anguillarum	TssH
T6CP014004	T6SS01088	NZ_CP022469	254181	254954	Vibrio anguillarum	TssL
T6CP014005	T6SS01088	NZ_CP022469	254957	256291	Vibrio anguillarum	TssK
T6CP014006	T6SS01088	NZ_CP022469	256296	256775	Vibrio anguillarum	TssJ
T6CP014007	T6SS01088	NZ_CP022469	258255	259277	Vibrio anguillarum	TssG
T6CP014008	T6SS01088	NZ_CP022469	259241	261010	Vibrio anguillarum	TssF
T6CP014009	T6SS01088	NZ_CP022469	261457	262932	Vibrio anguillarum	TssC
T6CP014010	T6SS01088	NZ_CP022469	262982	263491	Vibrio anguillarum	TssB
T6CP014158	T6SS01103	NZ_CP026925	1612910	1616389	Agrobacterium tumefaciens	TssM
T6CP014159	T6SS01103	NZ_CP026925	1616386	1617888	Agrobacterium tumefaciens	TssL
T6CP014160	T6SS01103	NZ_CP026925	1617885	1619225	Agrobacterium tumefaciens	TssK
T6CP014161	T6SS01103	NZ_CP026925	1620425	1621429	Agrobacterium tumefaciens	TssG
T6CP014162	T6SS01103	NZ_CP026925	1621439	1623220	Agrobacterium tumefaciens	TssF
T6CP014163	T6SS01103	NZ_CP026925	1623213	1623722	Agrobacterium tumefaciens	TssE
T6CP014164	T6SS01103	NZ_CP026925	1624536	1625930	Agrobacterium tumefaciens	TssC
T6CP014165	T6SS01103	NZ_CP026925	1625986	1627467	Agrobacterium tumefaciens	TssC
T6CP014166	T6SS01103	NZ_CP026925	1627567	1628076	Agrobacterium tumefaciens	TssB
T6CP014167	T6SS01103	NZ_CP026925	1628144	1629199	Agrobacterium tumefaciens	TssA
T6CP014168	T6SS01103	NZ_CP026925	1629420	1632074	Agrobacterium tumefaciens	TssH
T6CP014169	T6SS01103	NZ_CP026925	1632132	1632608	Agrobacterium tumefaciens	TssD
T6CP014170	T6SS01103	NZ_CP026925	1633633	1635897	Agrobacterium tumefaciens	TssI
T6CP014257	T6SS01112	NZ_CP024868	116945	117451	Vibrio cholerae	TssB
T6CP014258	T6SS01112	NZ_CP024868	117495	118970	Vibrio cholerae	TssC
T6CP014259	T6SS01112	NZ_CP024868	118973	119410	Vibrio cholerae	TssE
T6CP014260	T6SS01112	NZ_CP024868	119416	121185	Vibrio cholerae	TssF
T6CP014261	T6SS01112	NZ_CP024868	121149	122165	Vibrio cholerae	TssG
T6CP014262	T6SS01112	NZ_CP024868	123658	124134	Vibrio cholerae	TssJ
T6CP014263	T6SS01112	NZ_CP024868	124141	125475	Vibrio cholerae	TssK
T6CP014264	T6SS01112	NZ_CP024868	125478	126251	Vibrio cholerae	TssL
T6CP014265	T6SS01112	NZ_CP024868	126277	128886	Vibrio cholerae	TssH
T6CP014266	T6SS01112	NZ_CP024868	131144	132553	Vibrio cholerae	TssA
T6CP014267	T6SS01112	NZ_CP024868	132614	136114	Vibrio cholerae	TssM
T6CP014268	T6SS01112	NZ_CP024868	136165	137427	Vibrio cholerae	TssA
T6CP014269	T6SS01112	NZ_CP024868	137680	140733	Vibrio cholerae	TssI
T6CP014329	T6SS01119	NZ_CP032215	2933094	2935724	Acinetobacter baumannii	TssI
T6CP014330	T6SS01119	NZ_CP032215	2945728	2946231	Acinetobacter baumannii	TssB
T6CP014331	T6SS01119	NZ_CP032215	2946224	2947705	Acinetobacter baumannii	TssC
T6CP014332	T6SS01119	NZ_CP032215	2947755	2948258	Acinetobacter baumannii	TssD
T6CP014333	T6SS01119	NZ_CP032215	2948338	2948814	Acinetobacter baumannii	TssE
T6CP014334	T6SS01119	NZ_CP032215	2948831	2950642	Acinetobacter baumannii	TssF
T6CP014335	T6SS01119	NZ_CP032215	2950606	2951604	Acinetobacter baumannii	TssG
T6CP014336	T6SS01119	NZ_CP032215	2953044	2956868	Acinetobacter baumannii	TssM
T6CP014337	T6SS01119	NZ_CP032215	2959134	2961815	Acinetobacter baumannii	TssH
T6CP014338	T6SS01119	NZ_CP032215	2961839	2962933	Acinetobacter baumannii	TssA
T6CP014339	T6SS01119	NZ_CP032215	2962950	2964314	Acinetobacter baumannii	TssK
T6CP014340	T6SS01119	NZ_CP032215	2964332	2965138	Acinetobacter baumannii	TssL
T6CP014819	T6SS01164	NZ_CP045428	1213019	1213522	Acinetobacter baumannii	TssB
T6CP014820	T6SS01164	NZ_CP045428	1213515	1214996	Acinetobacter baumannii	TssC
T6CP014821	T6SS01164	NZ_CP045428	1215046	1215549	Acinetobacter baumannii	TssD
T6CP014822	T6SS01164	NZ_CP045428	1215629	1216105	Acinetobacter baumannii	TssE
T6CP014823	T6SS01164	NZ_CP045428	1216122	1217933	Acinetobacter baumannii	TssF
T6CP014824	T6SS01164	NZ_CP045428	1217897	1218895	Acinetobacter baumannii	TssG
T6CP014825	T6SS01164	NZ_CP045428	1220335	1224159	Acinetobacter baumannii	TssM
T6CP014826	T6SS01164	NZ_CP045428	1226425	1229106	Acinetobacter baumannii	TssH
T6CP014827	T6SS01164	NZ_CP045428	1229130	1230224	Acinetobacter baumannii	TssA
T6CP014828	T6SS01164	NZ_CP045428	1230241	1231605	Acinetobacter baumannii	TssK
T6CP014829	T6SS01164	NZ_CP045428	1231623	1232429	Acinetobacter baumannii	TssL
T6CP014862	T6SS01168	NZ_CP046845	296505	300005	Vibrio cholerae C6706	TssM
T6CP014863	T6SS01168	NZ_CP046845	300066	301475	Vibrio cholerae C6706	TssA
T6CP014864	T6SS01168	NZ_CP046845	303733	306342	Vibrio cholerae C6706	TssH
T6CP014865	T6SS01168	NZ_CP046845	306368	307141	Vibrio cholerae C6706	TssL
T6CP014866	T6SS01168	NZ_CP046845	307144	308478	Vibrio cholerae C6706	TssK
T6CP014867	T6SS01168	NZ_CP046845	308485	308961	Vibrio cholerae C6706	TssJ
T6CP014868	T6SS01168	NZ_CP046845	310454	311470	Vibrio cholerae C6706	TssG
T6CP014869	T6SS01168	NZ_CP046845	311434	313203	Vibrio cholerae C6706	TssF
T6CP014870	T6SS01168	NZ_CP046845	313209	313646	Vibrio cholerae C6706	TssE
T6CP014871	T6SS01168	NZ_CP046845	313649	315124	Vibrio cholerae C6706	TssC
T6CP014872	T6SS01168	NZ_CP046845	315168	315674	Vibrio cholerae C6706	TssB
T6CP014884	T6SS01170	NZ_CP047495	2749401	2749904	Pectobacterium brasiliense	TssB
T6CP014885	T6SS01170	NZ_CP047495	2749937	2751415	Pectobacterium brasiliense	TssC
T6CP014886	T6SS01170	NZ_CP047495	2751421	2751852	Pectobacterium brasiliense	TssE
T6CP014887	T6SS01170	NZ_CP047495	2751855	2753621	Pectobacterium brasiliense	TssF
T6CP014888	T6SS01170	NZ_CP047495	2753585	2754583	Pectobacterium brasiliense	TssG
T6CP014889	T6SS01170	NZ_CP047495	2755806	2756327	Pectobacterium brasiliense	TssJ
T6CP014890	T6SS01170	NZ_CP047495	2756330	2757667	Pectobacterium brasiliense	TssK
T6CP014891	T6SS01170	NZ_CP047495	2757683	2758459	Pectobacterium brasiliense	TssL
T6CP014892	T6SS01170	NZ_CP047495	2758473	2761070	Pectobacterium brasiliense	TssH
T6CP014893	T6SS01170	NZ_CP047495	2763183	2764607	Pectobacterium brasiliense	TssA
T6CP014894	T6SS01170	NZ_CP047495	2764632	2768129	Pectobacterium brasiliense	TssM
T6CP014895	T6SS01170	NZ_CP047495	2768182	2769618	Pectobacterium brasiliense	TssA
T6CP014896	T6SS01170	NZ_CP047495	2771621	2772139	Pectobacterium brasiliense	TssD
T6CP014897	T6SS01170	NZ_CP047495	2772336	2774372	Pectobacterium brasiliense	TssI
T6CP014910	T6SS01172	NZ_CP049363	2307326	2308132	Acinetobacter baumannii	TssL
T6CP014911	T6SS01172	NZ_CP049363	2308150	2309514	Acinetobacter baumannii	TssK
T6CP014912	T6SS01172	NZ_CP049363	2309531	2310625	Acinetobacter baumannii	TssA
T6CP014913	T6SS01172	NZ_CP049363	2310649	2313330	Acinetobacter baumannii	TssH
T6CP014914	T6SS01172	NZ_CP049363	2315597	2319421	Acinetobacter baumannii	TssM
T6CP014915	T6SS01172	NZ_CP049363	2320861	2321859	Acinetobacter baumannii	TssG
T6CP014916	T6SS01172	NZ_CP049363	2323650	2324126	Acinetobacter baumannii	TssE
T6CP014917	T6SS01172	NZ_CP049363	2324206	2324709	Acinetobacter baumannii	TssD
T6CP014918	T6SS01172	NZ_CP049363	2324759	2326240	Acinetobacter baumannii	TssC
T6CP014919	T6SS01172	NZ_CP049363	2326233	2326736	Acinetobacter baumannii	TssB
T6CP015177	T6SS01196	NZ_HG938370	347990	348772	Burkholderia cenocepacia H111	TssL
T6CP015178	T6SS01196	NZ_HG938370	348769	350115	Burkholderia cenocepacia H111	TssK
T6CP015179	T6SS01196	NZ_HG938370	350221	350820	Burkholderia cenocepacia H111	TssJ
T6CP015180	T6SS01196	NZ_HG938370	351881	352396	Burkholderia cenocepacia H111	TssB
T6CP015181	T6SS01196	NZ_HG938370	352412	353902	Burkholderia cenocepacia H111	TssC
T6CP015182	T6SS01196	NZ_HG938370	353973	354476	Burkholderia cenocepacia H111	TssD
T6CP015183	T6SS01196	NZ_HG938370	354539	355024	Burkholderia cenocepacia H111	TssE
T6CP015184	T6SS01196	NZ_HG938370	355101	356936	Burkholderia cenocepacia H111	TssF
T6CP015185	T6SS01196	NZ_HG938370	356900	358000	Burkholderia cenocepacia H111	TssG
T6CP015186	T6SS01196	NZ_HG938370	358042	360711	Burkholderia cenocepacia H111	TssH
T6CP015187	T6SS01196	NZ_HG938370	360756	361877	Burkholderia cenocepacia H111	TssA
T6CP015188	T6SS01196	NZ_HG938370	363912	367838	Burkholderia cenocepacia H111	TssM
T6CP015189	T6SS01197	NZ_HG938371	172983	173408	Burkholderia cenocepacia H111	TssE
T6CP015190	T6SS01197	NZ_HG938371	173424	176147	Burkholderia cenocepacia H111	TssH
T6CP015191	T6SS01197	NZ_HG938371	176283	176768	Burkholderia cenocepacia H111	TssD
T6CP015192	T6SS01197	NZ_HG938371	178595	179326	Burkholderia cenocepacia H111	TssL
T6CP015193	T6SS01197	NZ_HG938371	179323	180675	Burkholderia cenocepacia H111	TssK
T6CP015194	T6SS01197	NZ_HG938371	181273	181785	Burkholderia cenocepacia H111	TssB
T6CP015195	T6SS01197	NZ_HG938371	181859	183391	Burkholderia cenocepacia H111	TssC
T6CP015196	T6SS01197	NZ_HG938371	183473	186142	Burkholderia cenocepacia H111	TssI
T6CP015197	T6SS01197	NZ_HG938371	192452	196264	Burkholderia cenocepacia H111	TssM
T6CP015198	T6SS01197	NZ_HG938371	196261	197841	Burkholderia cenocepacia H111	TssA
T6CP015199	T6SS01197	NZ_HG938371	197851	199665	Burkholderia cenocepacia H111	TssF
T6CP015200	T6SS01197	NZ_HG938371	199662	200771	Burkholderia cenocepacia H111	TssF
T6CP015201	T6SS01197	NZ_HG938371	200911	201438	Burkholderia cenocepacia H111	TssJ
T6CP015224	T6SS01200	NZ_KB733141	180921	181421	Escherichia coli KTE165	TssB
T6CP015225	T6SS01200	NZ_KB733141	181480	183018	Escherichia coli KTE165	TssC
T6CP015226	T6SS01200	NZ_KB733141	183038	184375	Escherichia coli KTE165	TssK
T6CP015227	T6SS01200	NZ_KB733141	184372	185037	Escherichia coli KTE165	TssL
T6CP015228	T6SS01200	NZ_KB733141	186760	187251	Escherichia coli KTE165	TssD
T6CP015229	T6SS01200	NZ_KB733141	187442	190078	Escherichia coli KTE165	TssH
T6CP015230	T6SS01200	NZ_KB733141	190090	192648	Escherichia coli KTE165	TssI
T6CP015231	T6SS01200	NZ_KB733141	200762	202372	Escherichia coli KTE165	TssA
T6CP015287	T6SS01206	NC_010830	713229	713972	Candidatus Amoebophilus asiaticus 5a2	T6SSiv-tube1
T6CP015288	T6SS01206	NC_010830	713977	717753	Candidatus Amoebophilus asiaticus 5a2	TssF
T6CP015289	T6SS01206	NC_010830	722849	726205	Candidatus Amoebophilus asiaticus 5a2	T6SSiv-spike
T6CP015290	T6SS01206	NC_010830	726478	727422	Candidatus Amoebophilus asiaticus 5a2	Unknown
T6CP015291	T6SS01206	NC_010830	727475	728788	Candidatus Amoebophilus asiaticus 5a2	T6SSiv-baseplate wedge
T6CP015292	T6SS01207	NC_010830	1380571	1381047	Candidatus Amoebophilus asiaticus 5a2	Unknown
T6CP015293	T6SS01207	NC_010830	1384998	1385579	Candidatus Amoebophilus asiaticus 5a2	T6SSiv-tail terminator
T6CP015294	T6SS01207	NC_010830	1385590	1386438	Candidatus Amoebophilus asiaticus 5a2	T6SSiv-Afp-like 
T6CP015295	T6SS01207	NC_010830	1386461	1387957	Candidatus Amoebophilus asiaticus 5a2	TssB/TssC
T6CP015296	T6SS01207	NC_010830	1388078	1388581	Candidatus Amoebophilus asiaticus 5a2	T6SSiv-Afp-like 
T6CP015297	T6SS01207	NC_010830	1388642	1389088	Candidatus Amoebophilus asiaticus 5a2	T6SSiv-Afp-like 
T6CP015298	T6SS01207	NC_010830	1389108	1389572	Candidatus Amoebophilus asiaticus 5a2	TssD
T6CP015299	T6SS01207	NC_010830	1389623	1389802	Candidatus Amoebophilus asiaticus 5a2	T6SSiv-Afp-like 
T6CP015300	T6SS01207	NC_010830	1389821	1390954	Candidatus Amoebophilus asiaticus 5a2	T6SSiv-tube2
T6CP015301	T6SS01207	NC_010830	1391821	1393620	Candidatus Amoebophilus asiaticus 5a2	TssI
T6CP015302	T6SS01207	NC_010830	1393671	1393979	Candidatus Amoebophilus asiaticus 5a2	PAAR
T6CP015303	T6SS01207	NC_010830	1394004	1394399	Candidatus Amoebophilus asiaticus 5a2	TssE
T6CP015304	T6SS01207	NC_010830	1394411	1396906	Candidatus Amoebophilus asiaticus 5a2	TssF/TssG
T6CP015305	T6SS01207	NC_010830	1396913	1401622	Candidatus Amoebophilus asiaticus 5a2	T6SSiv-tape measure
T6CP016030	T6SS01208	NZ_CP012504	2457910	2459337	Aeromonas veronii	TssA
T6CP016031	T6SS01208	NZ_CP012504	2459381	2462878	Aeromonas veronii	TssM
T6CP016032	T6SS01208	NZ_CP012504	2462920	2464347	Aeromonas veronii	TssA
T6CP016033	T6SS01208	NZ_CP012504	2466502	2469144	Aeromonas veronii	TssH
T6CP016034	T6SS01208	NZ_CP012504	2469165	2469944	Aeromonas veronii	TssL
T6CP016035	T6SS01208	NZ_CP012504	2469968	2471302	Aeromonas veronii	TssK
T6CP016036	T6SS01208	NZ_CP012504	2471305	2471820	Aeromonas veronii	TssJ
T6CP016037	T6SS01208	NZ_CP012504	2471820	2473055	Aeromonas veronii	TagH
T6CP016038	T6SS01208	NZ_CP012504	2474057	2475823	Aeromonas veronii	TssF
T6CP016039	T6SS01208	NZ_CP012504	2475827	2476258	Aeromonas veronii	TssE
T6CP016040	T6SS01208	NZ_CP012504	2476265	2477746	Aeromonas veronii	TssC
T6CP016041	T6SS01208	NZ_CP012504	2477784	2478287	Aeromonas veronii	TssB
T6CP015309	T6SS01209	KX941483	1	1008	Pseudomonas fluorescens	TssG
T6CP015310	T6SS01209	KX941484	1	2658	Pseudomonas fluorescens	TssH
T6CP015311	T6SS01209	KX941485	1	1521	Pseudomonas fluorescens	Sfa2
T6CP015312	T6SS01209	KX941486	1	165	Pseudomonas fluorescens	TagU
T6CP015313	T6SS01209	KX941487	1	1197	Pseudomonas fluorescens	FHA
T6CP015314	T6SS01209	KX941488	1	501	Pseudomonas fluorescens	TssJ
T6CP015315	T6SS01209	KX941489	1	1332	Pseudomonas fluorescens	TssK
T6CP015316	T6SS01209	KX941490	1	876	Pseudomonas fluorescens	TssL
T6CP015317	T6SS01209	KX941491	1	3540	Pseudomonas fluorescens	TssM
T6CP015318	T6SS01209	KX941492	1	729	Pseudomonas fluorescens	PppA
T6CP015319	T6SS01209	KX941493	1	1002	Pseudomonas fluorescens	PpkA
T6CP015320	T6SS01209	KX941494	1	2037	Pseudomonas fluorescens	TssI
T6CP015321	T6SS01209	KX941495	1	507	Pseudomonas fluorescens	TssD
T6CP015322	T6SS01209	KX941496	1	1347	Pseudomonas fluorescens	TssI
T6CP016167	T6SS01210	KX118286	1	609	Escherichia coli	Ct5A
T6CP016168	T6SS01210	KX118286	838	4971	Escherichia coli	Ct5B
T6CP016169	T6SS01210	KX118286	4992	5834	Escherichia coli	Ct5C
T6CP016170	T6SS01210	KX118286	5882	6820	Escherichia coli	Ct5D
T6CP015323	T6SS01211	NZ_CP020659	1118829	1120385	Pseudomonas aeruginosa PAK	TssA
T6CP015324	T6SS01211	NZ_CP020659	1120421	1120927	Pseudomonas aeruginosa PAK	TssB
T6CP015325	T6SS01211	NZ_CP020659	1120956	1122431	Pseudomonas aeruginosa PAK	TssC
T6CP015326	T6SS01211	NZ_CP020659	1122444	1122851	Pseudomonas aeruginosa PAK	TssE
T6CP015327	T6SS01211	NZ_CP020659	1123189	1124976	Pseudomonas aeruginosa PAK	TssF
T6CP015328	T6SS01211	NZ_CP020659	1124940	1125947	Pseudomonas aeruginosa PAK	TssG
T6CP015329	T6SS01211	NZ_CP020659	1125954	1128587	Pseudomonas aeruginosa PAK	TssH
T6CP015330	T6SS01211	NZ_CP020659	1131555	1132061	Pseudomonas aeruginosa PAK	TssJ
T6CP015331	T6SS01211	NZ_CP020659	1132058	1133389	Pseudomonas aeruginosa PAK	TssK
T6CP015332	T6SS01211	NZ_CP020659	1133392	1134261	Pseudomonas aeruginosa PAK	TssL
T6CP015333	T6SS01211	NZ_CP020659	1134277	1137804	Pseudomonas aeruginosa PAK	TssM
T6CP015334	T6SS01212	NZ_CP020659	1913764	1914864	Pseudomonas aeruginosa PAK	TssA
T6CP015335	T6SS01212	NZ_CP020659	1914861	1918676	Pseudomonas aeruginosa PAK	TssM
T6CP015336	T6SS01212	NZ_CP020659	1918673	1918825	Pseudomonas aeruginosa PAK	TssL
T6CP015338	T6SS01212	NZ_CP020659	1920724	1921269	Pseudomonas aeruginosa PAK	TssB
T6CP015339	T6SS01212	NZ_CP020659	1921292	1922776	Pseudomonas aeruginosa PAK	TssC
T6CP015340	T6SS01212	NZ_CP020659	1922850	1923347	Pseudomonas aeruginosa PAK	TssD
T6CP015341	T6SS01212	NZ_CP020659	1923360	1923785	Pseudomonas aeruginosa PAK	TssE
T6CP015342	T6SS01212	NZ_CP020659	1925395	1926411	Pseudomonas aeruginosa PAK	TssG
T6CP015343	T6SS01212	NZ_CP020659	1926413	1928962	Pseudomonas aeruginosa PAK	TssH
T6CP015344	T6SS01212	NZ_CP020659	1930790	1932793	Pseudomonas aeruginosa PAK	TssI
T6CP015345	T6SS01212	NZ_CP020659	1933363	1933758	Pseudomonas aeruginosa PAK	IglG
T6CP015346	T6SS01213	NZ_CP020659	5670794	5674327	Pseudomonas aeruginosa PAK	TssM
T6CP015347	T6SS01213	NZ_CP020659	5675642	5676976	Pseudomonas aeruginosa PAK	TssK
T6CP015348	T6SS01213	NZ_CP020659	5676992	5677456	Pseudomonas aeruginosa PAK	TssJ
T6CP015349	T6SS01213	NZ_CP020659	5680234	5680752	Pseudomonas aeruginosa PAK	TssB
